full_date,date,weekday,time,mood,activities,note
2018-10-21,21 October,Sunday,10:46 pm,good,"ate out | wanking | guitar | friends | TV | drinking",""
2018-10-20,20 October,Saturday,11:03 pm,good,"ate out | wanking | guitar | friends | Thảo | TV | drinking | sport",""
2018-10-19,19 October,Friday,10:45 pm,good,"ate out | guitar | friends | drinking | teaching",""
2018-10-18,18 October,Thursday,10:59 pm,good,"ate out | guitar | friends | Thảo | TV | teaching | sport",""
2018-10-17,17 October,Wednesday,11:07 pm,good,"ate out | guitar | Thảo | TV | teaching | lesson",""
2018-10-16,16 October,Tuesday,11:11 pm,good,"ate out | guitar | friends | TV | reading | teaching | sport",""
2018-10-15,15 October,Monday,10:52 pm,good,"ate out | Thảo | reading",""
2018-10-14,14 October,Sunday,10:45 pm,great,"ate out | sex | Thảo | holiday",""
2018-10-13,13 October,Saturday,10:48 pm,good,"ate out | sex | Thảo | TV | reading | holiday",""
2018-10-12,12 October,Friday,10:46 pm,good,"ate out | reading | teaching",""
2018-10-11,11 October,Thursday,10:56 pm,good,"friends | TV | drinking | teaching | sport",""
2018-10-10,10 October,Wednesday,10:58 pm,good,"ate out | guitar | TV | teaching | lesson",""
2018-10-09,9 October,Tuesday,10:59 pm,good,"ate out | guitar | friends | TV | teaching | sport",""
2018-10-08,8 October,Monday,11:01 pm,grand,"ate out | guitar | Thảo | TV | reading | sick",""
2018-10-07,7 October,Sunday,11:03 pm,good,"ate out | guitar | friends | drinking",""
2018-10-06,6 October,Saturday,11:04 pm,good,"ate out | wanking | guitar | reading | drinking | went out | N2O | sport",""
2018-10-05,5 October,Friday,10:59 pm,good,"ate out | ate in | friends | reading | teaching | sick",""
2018-10-04,4 October,Thursday,11:00 pm,good,"ate out | friends | drinking | teaching | sport",""
2018-10-03,3 October,Wednesday,11:03 pm,good,"ate out | guitar | friends | teaching | lesson | Vietnamese",""
2018-10-02,2 October,Tuesday,11:25 pm,great,"ate out | wanking | guitar | friends | reading | teaching | sport",""
2018-10-01,1 October,Monday,11:06 pm,good,"ate out | wanking | guitar | friends | Thảo | reading",""
2018-09-30,30 September,Sunday,10:45 pm,good,"ate out | friends | drinking",""
2018-09-29,29 September,Saturday,10:45 pm,great,"friends | weed | sport",""
2018-09-28,28 September,Friday,10:45 pm,good,"ate out | ate in | friends | drinking | teaching | sick",""
2018-09-27,27 September,Thursday,10:45 pm,good,"TV | teaching | sick | sport",""
2018-09-26,26 September,Wednesday,11:06 pm,grand,"ate out | Thảo | TV | teaching | sick",""
2018-09-25,25 September,Tuesday,11:19 pm,good,"ate out | guitar | friends | reading | teaching | sport",""
2018-09-24,24 September,Monday,10:57 pm,good,"ate out | ate in | guitar | TV | reading",""
2018-09-23,23 September,Sunday,11:20 pm,good,"ate out | friends | TV",""
2018-09-22,22 September,Saturday,10:45 pm,good,"ate out | guitar | friends | drinking | went out | weed | sport",""
2018-09-21,21 September,Friday,11:50 pm,good,"ate out | guitar | friends | drinking | teaching | Vietnamese",""
2018-09-20,20 September,Thursday,11:03 pm,good,"ate out | guitar | friends | Thảo | teaching | Vietnamese | sick | sport",""
2018-09-19,19 September,Wednesday,11:05 pm,good,"ate out | guitar | teaching | lesson | sick",""
2018-09-18,18 September,Tuesday,11:23 pm,good,"ate out | friends | Thảo | teaching | sport",""
2018-09-17,17 September,Monday,10:52 pm,good,"ate out | wanking | guitar | reading | Vietnamese",""
2018-09-16,16 September,Sunday,11:12 pm,good,"ate out | ate in | friends | relax | holiday",""
2018-09-15,15 September,Saturday,10:45 pm,good,"ate out | wanking | friends | drinking | went out | weed | MD | relax | sport | holiday",""
2018-09-14,14 September,Friday,10:45 pm,great,"ate out | ate in | guitar | friends | TV | reading | drinking | weed | teaching | Vietnamese",""
2018-09-13,13 September,Thursday,10:45 pm,great,"ate out | wanking | guitar | friends | Thảo | reading | teaching | sport",""
2018-09-12,12 September,Wednesday,10:57 pm,good,"ate out | guitar | friends | teaching | lesson",""
2018-09-11,11 September,Tuesday,10:56 pm,good,"ate out | guitar | friends | teaching | Vietnamese | sport",""
2018-09-10,10 September,Monday,10:45 pm,good,"ate out | wanking | guitar | reading | Vietnamese",""
2018-09-09,9 September,Sunday,11:33 pm,good,"ate out | guitar | friends | reading | Vietnamese | sick",""
2018-09-08,8 September,Saturday,10:46 pm,grand,"ate out | guitar | friends | Vietnamese | sick | sport",""
2018-09-07,7 September,Friday,11:04 pm,good,"ate out | guitar | friends | teaching | sick | sport",""
2018-09-06,6 September,Thursday,11:15 pm,good,"ate in | wanking | guitar | Thảo | teaching",""
2018-09-05,5 September,Wednesday,11:01 pm,grand,"ate out | wanking | guitar | friends | reading | teaching | lesson",""
2018-09-04,4 September,Tuesday,10:58 pm,good,"ate out | guitar | friends | teaching | lesson | Vietnamese | sick | sport",""
2018-09-03,3 September,Monday,11:02 pm,good,"ate out | ate in | guitar | friends | Thảo",""
2018-09-02,2 September,Sunday,10:59 pm,good,"ate out | guitar | friends | sick | sport | holiday",""
2018-09-01,1 September,Saturday,10:45 pm,good,"ate out | wanking | guitar | friends | drinking | sick | holiday",""
2018-08-31,31 August,Friday,11:35 pm,grand,"ate out | ate in | friends | TV | went out | teaching | sick",""
2018-08-30,30 August,Thursday,11:06 pm,good,"ate out | ate in | friends | TV | teaching | Vietnamese | sick",""
2018-08-29,29 August,Wednesday,10:45 pm,good,"ate out | guitar | friends | Thảo | teaching | sick",""
2018-08-28,28 August,Tuesday,10:45 pm,good,"ate out | guitar | friends | teaching | lesson | Vietnamese | sport",""
2018-08-27,27 August,Monday,11:21 pm,good,"ate out | friends | Thảo | reading",""
2018-08-26,26 August,Sunday,11:37 pm,good,"ate in | guitar | friends | Thảo | sport",""
2018-08-25,25 August,Saturday,10:45 pm,good,"ate out | wanking | guitar | friends | Thảo | reading | groceries",""
2018-08-24,24 August,Friday,10:45 pm,good,"ate out | friends | drinking | went out | teaching | Vietnamese | sick",""
2018-08-23,23 August,Thursday,11:30 pm,good,"ate out | friends | reading | teaching | sick | sport",""
2018-08-22,22 August,Wednesday,11:50 pm,good,"ate out | guitar | friends | reading | gaming | teaching | lesson | sick",""
2018-08-21,21 August,Tuesday,11:14 pm,good,"ate out | wanking | guitar | friends | reading | teaching | sport",""
2018-08-20,20 August,Monday,11:34 pm,good,"guitar | acid | sick",""
2018-08-19,19 August,Sunday,10:45 pm,grand,"ate out | ate in | friends | TV | sick",""
2018-08-18,18 August,Saturday,10:45 pm,good,"ate out | guitar | friends | weed | sick | sport",""
2018-08-17,17 August,Friday,10:45 pm,great,"guitar | sex | Thảo | teaching | sick",""
2018-08-16,16 August,Thursday,10:45 pm,great,"ate out | sex | date | friends | Thảo",""
2018-08-15,15 August,Wednesday,11:25 pm,good,"ate out | friends | teaching | lesson | Vietnamese | sick",""
2018-08-14,14 August,Tuesday,11:16 pm,good,"ate out | guitar | friends | teaching | sick | sport",""
2018-08-13,13 August,Monday,10:09 pm,good,"ate out | friends | TV | sick",""
2018-08-12,12 August,Sunday,9:45 pm,good,"ate out | guitar | sex | date | friends | Thảo | sick",""
2018-08-11,11 August,Saturday,9:45 pm,grand,"ate out | friends | Thảo | went out | weed | N2O | sick | sport",""
2018-08-10,10 August,Friday,9:45 pm,good,"date | teaching | sick",""
2018-08-09,9 August,Thursday,11:49 pm,good,"ate in | Thảo | TV | teaching | sick",""
2018-08-08,8 August,Wednesday,11:14 pm,grand,"ate out | guitar | teaching | lesson | sick",""
2018-08-07,7 August,Tuesday,10:20 pm,good,"ate out | teaching | lesson | Vietnamese | sick | sport",""
2018-08-06,6 August,Monday,11:05 pm,grand,"ate out | ate in | guitar | friends | reading | Vietnamese | sick",""
2018-08-05,5 August,Sunday,10:29 pm,bad,"date | sick",""
2018-08-04,4 August,Saturday,10:10 pm,bad,"friends | drinking | went out | weed | sport",""
2018-08-03,3 August,Friday,9:45 pm,good,"ate out | friends | went out | N2O | teaching | sick",""
2018-08-02,2 August,Thursday,9:46 pm,grand,"ate out | guitar | friends | teaching | sick",""
2018-08-01,1 August,Wednesday,10:40 pm,grand,"ate out | guitar | teaching | lesson | sick",""
2018-07-31,31 July,Tuesday,9:58 pm,good,"ate out | friends | Thảo | teaching | lesson | Vietnamese | sick",""
2018-07-30,30 July,Monday,9:55 pm,grand,"ate out | friends | sick",""
2018-07-29,29 July,Sunday,11:10 pm,good,"ate in | date | friends | TV",""
2018-07-28,28 July,Saturday,11:56 pm,good,"ate out | friends | went out | MD | N2O | sick | sport",""
2018-07-27,27 July,Friday,9:45 pm,good,"ate out | guitar | date | friends | drinking | went out | teaching | sick",""
2018-07-26,26 July,Thursday,11:33 pm,good,"ate out | guitar | sex | reading | teaching",""
2018-07-25,25 July,Wednesday,10:02 pm,good,"ate out | wanking | guitar | reading | teaching | sport",""
2018-07-24,24 July,Tuesday,11:01 pm,grand,"ate out | wanking | friends | TV | teaching | sick | sport",""
2018-07-23,23 July,Monday,11:19 pm,good,"ate out | date | Thảo | teaching | sick",""
2018-07-22,22 July,Sunday,9:45 pm,grand,"ate out | date | friends | sick",""
2018-07-21,21 July,Saturday,9:45 pm,good,"ate out | wanking | TV | drinking | went out | relax | sick",""
2018-07-20,20 July,Friday,9:45 pm,good,"ate out | wanking | guitar | friends | TV | reading | went out | Vietnamese",""
2018-07-19,19 July,Thursday,9:45 pm,good,"ate in | Thảo | reading | teaching",""
2018-07-18,18 July,Wednesday,11:31 pm,grand,"ate out | ate in | guitar | lesson | Vietnamese | sick",""
2018-07-17,17 July,Tuesday,11:32 pm,good,"ate out | guitar | friends | reading | teaching | sick | sport",""
2018-07-16,16 July,Monday,11:01 pm,grand,"ate out | friends | Thảo | reading | Vietnamese | sick",""
2018-07-15,15 July,Sunday,9:49 pm,shite,"ate out | date | friends",""
2018-07-14,14 July,Saturday,9:45 pm,bad,"ate out | wanking | friends | drinking | sport",""
2018-07-14,14 July,Saturday,2:20 am,grand,"guitar | friends | went out | MD | N2O",""
2018-07-13,13 July,Friday,8:00 pm,good,"ate out | wanking | guitar | date | friends | reading",""
2018-07-12,12 July,Thursday,9:45 pm,grand,"ate out | wanking | friends | Thảo | reading | drinking | teaching",""
2018-07-11,11 July,Wednesday,9:51 pm,grand,"wanking | guitar | reading | teaching | lesson | Vietnamese",""
2018-07-10,10 July,Tuesday,11:36 pm,good,"ate out | friends | Thảo | reading | teaching | lesson | Vietnamese | sport",""
2018-07-09,9 July,Monday,8:55 pm,good,"ate out | wanking | guitar | sex | reading | teaching",""
2018-07-08,8 July,Sunday,10:08 pm,bad,"ate out | wanking | guitar | friends",""
2018-07-07,7 July,Saturday,11:51 pm,good,"ate out | ate in | wanking | guitar | date | Thảo | reading",""
2018-07-06,6 July,Friday,11:11 pm,good,"sex | friends | reading | teaching | relax",""
2018-07-05,5 July,Thursday,11:18 pm,grand,"ate out | friends | reading | teaching | sport",""
2018-07-04,4 July,Wednesday,11:15 pm,good,"ate out | friends | Thảo | teaching",""
2018-07-03,3 July,Tuesday,4:17 pm,bad,"Thảo | reading | teaching",""
2018-07-02,2 July,Monday,9:48 pm,grand,"ate out | Thảo | teaching",""
2018-07-01,1 July,Sunday,10:07 pm,good,"ate out | friends | reading | relax | holiday",""
2018-06-30,30 June,Saturday,9:45 pm,good,"friends | drinking | went out | N2O | holiday",""
2018-06-30,30 June,Saturday,6:39 pm,good,"ate out | friends | sport | holiday",""
2018-06-29,29 June,Friday,9:45 pm,great,"guitar | friends | reading | drinking | went out | teaching | holiday",""
2018-06-28,28 June,Thursday,11:28 pm,grand,"wanking | friends | reading | went out | teaching",""
2018-06-27,27 June,Wednesday,9:53 pm,good,"ate out | wanking | friends | teaching",""
2018-06-26,26 June,Tuesday,10:21 pm,good,"friends | sport",""
2018-06-26,26 June,Tuesday,4:08 pm,good,"ate out | reading | teaching",""
2018-06-25,25 June,Monday,10:28 pm,good,"Thảo | reading | teaching",""
2018-06-24,24 June,Sunday,7:42 pm,bad,"wanking | guitar | friends",""
